text,cluster_id,true_label
A couple of days?,65,asking for clarification
we're not going to have the data until after the 2nd.,20,providing project update
Oh my God. [laughs],0,expressing emotion
We would be starting either very late on the 2nd or early on the 3rd of April.,-1,scheduling start date
"What I had on April 1st was that you would cut off access to LCAM so that we could do a backup of your production database, and then LCAM would remain down until all the conversion was done. Is that not the plan?",45,confirming planned procedure
50] [crosstalk],0,noise
We're actually not going to get the data until maybe early on the 3rd. There's really no reason to take down the database on the 1st...,20,providing project update
08] [crosstalk],0,noise
"Let's back up a little bit, because...",60,requesting clarification
on the application.,-1,noise
It's 12 hours' worth of work.,26,estimating work effort
"Let's back up a little bit. I do see some hours that Alden needs to do some work. If we take it down at 5:00 PM Pacific Time on the 1st and leave it down, I am pretty sure, unless Kim or Larry or we need to be in there for some reason, there is nobody going to be using that database. If it's imperative for Alden to have it after 5:00 PM on the first...",62,planning database downtime
No. We don't care.,34,expressing disinterest
I don't have an issue with that.,55,expressing no issue
It's just going to take us that many hours to do the work. You tell us...,26,estimating task duration
54] [crosstalk],0,noise
you and Larry and Kim think about that.,55,requesting consideration
"What she's saying will help us out, so...",67,acknowledging helpful information
Yeah.,1,noise
It will help us out.,-1,expressing benefit
"Jim you have to drop [inaudible] , so do you want to weigh in on that?",2,requesting input
That's why I put it that way.,55,expressing reasoning
"[inaudible] . Kim, what do you think the issues are, taking it down? We asked for techs to be available on Saturdays, and they say they do not schedule work on Saturdays. Unless Jim or Larry or our team's going to be in there on Saturday, I don't see...",22,expressing concern about scheduling conflicts
32] [crosstalk],0,noise
"When we did a look at the data that was falling into [inaudible] , I haven't looked at the data falling into LCAM, but nearly every Saturday and Sunday, weekend days, and even sometimes holidays, we saw transactions falling into [inaudible] from people doing scanning.",45,reporting data observation
"No, they weren't, because we will turn them off.",-1,confirming an action plan
"It was very much reduced from the weekdays, but there were still some transactions.",59,reporting progress
"I think to DJ's point, by stopping on Friday afternoon, it allows us to get about half of the work that we have to do done Friday evening instead of eight hours or nine hours of work, total, that we have to do...If we don't bring it down on Friday night, and we can't bring it down until Saturday, you're not going to be back up Monday morning, because it takes us longer. The hours are on there.",59,explaining work schedule impact on deployment timing
"ISO43, like at 4:00 PM Pacific...Anyway, it doesn't matter. I don't think it's any big deal. I'll check with Jim, because he has a drop. At this point, Susan, just plan on having it by 5:00 PM Pacific on the 1st.",22,providing status update
"OK. Kim, will you be able to do the, I think it was step seven?",55,requesting task confirmation
He probably doesn't know...,59,expressing uncertainty
Which is the scripts.,52,asking for clarification
"Sure, I can run the scripts. Are they scripts that I need to create, or scripts that you're creating and you just need me to launch?",64,seeking clarification about task requirements
"I've created some scripts. I would do it, personally, but sometimes our VPN connection is a little iffy and to have it drop in the middle of like extracting the assets, that could be a two-hour process. That would be quite painful.",64,explaining work approach and challenges
"57] If it's possible, if I can give you those scripts, that would be a great help to me, a great benefit to me, to get you to run those on your network, without actually having to have a VPN established. Or, if you could point me to a...",64,requesting assistance with script execution
"Yes, that's something I can do.",21,agreeing to take a task
"database server that I can remote into and execute the scripts, I could do that as well. The main thing I'm trying to get around is having a VPN drop and the extract stop.",-1,explaining technical challenge
"Yes, I can do that.",21,agreeing to a request
Thank you very much.,10,expressing gratitude
"Thanks. For now, we'll just assume that schedule is good enough. If something comes up and changes that, then you all just let us know, and we'll go from there. Anything else we need to talk about? I know it's been a long call, but we have a lot going on. [laughs]",11,confirming schedule and communication plan
"Yeah, Susan, no rush on the email I sent yesterday for the change request. I know they want to take their time and do it right and give as correct an estimate as possible. We did our best-guess scenario, and that's all we could do. I wanted to let you know not to have to push that through faster than they wanted to do it.",15,providing status update on change request estimation
"OK, great, because that was one of the whole things that was weighing on me, because I'm like, ""I don't know when we're going to have time to get together and do these estimates, because we have all this other stuff we're trying to get done.""",26,expressing concern about scheduling estimates
"I know, and I did not expect the window to close that quickly. I should be getting used to it, I should be used to it, but I keep thinking something's going to change. But don't worry about it.",62,expressing uncertainty and reassurance
"OK, thanks. Anything else anybody had? No? All right, thanks, everybody.",52,closing the meeting
Have a good day.,10,closing the meeting
Bye.,10,closing the conversation
Message,56,noise
[inaudible],2,noise
00] [laughter],0,noise
It was an expensive trip.,-1,expressing emotion
[inaudible],2,noise
00] [crosstalk],0,noise
"[laughs] I'm sure he said that about me, because I have three cars, [laughs] and there's only two of us living at home, so I don't care. [laughs]",36,expressing emotion
"But they're all, I mean your Acura...",-1,noise
A banker sold it finally. That was when we had four.,60,noise
That was when you had four?,-1,asking for clarification
35] [laughter],0,noise
"Counting Bobby's work car, five. [laughs] I'm not counting his when I say we have three. We have four.",49,expressing status of work items
So you're the reason why there's global warming. I see how it is.,-1,expressing emotion
I only drive like ten miles a day.,-1,noise
"Well, she doesn't drive them all all at once. [laughs]",-1,expressing emotion
57] [crosstalk],0,noise
57] [laughter],0,noise
57] [phone rings],0,noise
Hello.,1,greeting
Hello,14,noise
59] [phone rings],0,noise
That is a loud [inaudible] .,2,noise
"[inaudible] Hang on, I've got to go put you on mute for a minute.",2,noise
OK.,4,noise
08] [phone rings],0,noise
That is a loud phone.,62,noise
What? I'm deaf now. I can't hear anything.,-1,expressing emotion
[laughs],0,noise
He must have a desk phone and a cell phone.,62,expressing a requirement
I'm sorry.,4,expressing apology
That's OK.,4,expressing acceptance
Did you [inaudible] on my ticket?,2,requesting status update on a ticket
[laughs],0,expressing emotion
So testing with CT [inaudible] . I know you did that yesterday. We haven't heard anything back from them.,5,requesting status update
"They sent out an email late yesterday, and I checked on them...",9,providing status update
We haven't heard anything since you checked.,65,requesting update
"Not since my reply to that, no.",-1,providing status update
"Actually, [inaudible] . So, this report?",2,noise
"Oh, there's the mouse cursor. [inaudible] the mouse cursor. I think I'm close to getting it fixed. I should finish it today. Null and blank [inaudible] have been my enemy.",2,working on a bug
Everybody's enemy [inaudible] sequel.,-1,noise
16] [crosstalk],0,noise
[laughs],0,noise
[inaudible] decide among us how we're going to deal with nulls and blanks?,2,requesting decision on handling nulls and blanks
"I know. It's like [inaudible] prepares things like this [inaudible] not be null, and I swept up, so...",2,noise
Do we have anything for them other than...,11,requesting information
Help.,52,expressing emotion
Can we [inaudible] finalized spreadsheet of users so we can go ahead and import them?,-1,requesting data to proceed with import
Yeah.,1,noise
"If somebody wants to do that for me, that would help me out.",21,requesting assistance
"[laughs] That won't be me, so he's asking the two of y'all if y'all have time to import users into [inaudible] .",2,requesting availability for task
"OK, send it normally. [inaudible]",2,confirming action
Beat you to it.,66,expressing emotion
42] [laughter],0,noise
42] [crosstalk],0,noise
"Rock, paper, scissors?",-1,noise
"A warehouse full of hungry children to feed come Monday, so...",46,expressing personal circumstance
What's going on with DC three?,-1,requesting status update
"Barry is sending four people to Conyers, Georgia to inventory a warehouse full of test equipment.",46,assigning team to on-site inventory task
14] [crosstalk],0,noise
"They're going to put acid tags on all of them, one location they have a list of what they think is in there. The other location they don't have anything. In the process of taking a copy of a wireless code, Carol's project, stripping out all the weird accounting stuff they have in there, and they're going to use that as a code base [inaudible] .",45,describing current work progress
[inaudible],2,noise
